,final_match_id,final_qual,final_match,num_pdbs,PDB,ALPHAFOLD,ALPHAFOLD_MULTIMER,SWISS,ITASSER
Unmodelled_MONOMER_b0006,Unmodelled_MONOMER_b0006_&_full_match_1,98.8,{'P0A8I3_2_256_5caj_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0005,Unmodelled_MONOMER_b0005_&_full_match_1,65.90244897959182,{'AF-P75616-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PDXY-DIMER,PDXY-DIMER_&_full_match_1,100.0,{'1td2-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b2513,Unmodelled_MONOMER_b2513_&_full_match_1,91.21286407766986,{'AF-P76576-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2510,Unmodelled_MONOMER_b2510_&_full_match_0,100.0,{'P76575_1_71_2jne_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2511,Unmodelled_MONOMER_b2511_&_full_match_1,94.1,{'P0A6P5_1_461_5dn8_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2516,Unmodelled_MONOMER_b2516_&_full_match_1,70.61077151335311,{'AF-P27434-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3842,Unmodelled_MONOMER_b3842_&_full_match_2,99.4,{'P0AFW0_2_162_6c6s_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4295,Unmodelled_MONOMER_b4295_&_full_match_0,90.0781707317073,{'AF-P39356-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4294,Unmodelled_MONOMER_b4294_&_full_match_1,88.65472527472528,{'AF-P19767-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3020,Unmodelled_MONOMER_b3020_&_full_match_0,96.3,{'Q46863_21_535_1rkm_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3023,Unmodelled_MONOMER_b3023_&_full_match_0,96.9,{'Q46866_6_160_1jyh_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1456,Unmodelled_MONOMER_b1456_&_full_match_0,85.97643695014662,{'AF-P24211-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3024,Unmodelled_MONOMER_b3024_&_full_match_2,84.89423076923076,{'AF-P0ADU5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3027,Unmodelled_MONOMER_b3027_&_full_match_1,84.115,{'AF-Q46867-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
GLYCEROL-3-P-ACYLTRANSFER-MONOMER,GLYCEROL-3-P-ACYLTRANSFER-MONOMER_&_full_match_3,90.0099132589839,{'AF-P0A7A7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-2521,CPLX0-2521_&_full_match_0,97.6,{'1r2k-assembly2.cif_&_MATCH_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b4423,Unmodelled_MONOMER_b4423_&_full_match_0,100.0,{'P0DPD1_1_35_5lbj_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b4135,Unmodelled_DIMER_b4135_&_full_match_0,95.3,{'P0ACU7_2_183_3g7r_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4455,Unmodelled_MONOMER_b4455_&_full_match_1,69.69720000000001,{'AF-P37305-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
G6208-MONOMER,G6208-MONOMER_&_full_match_2,97.92689530685921,{'AF-P51025-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4453,Unmodelled_MONOMER_b4453_&_full_match_2,100.0,{'5lbj-assembly1.cif_&_MATCH_3': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b0991,Unmodelled_MONOMER_b0991_&_full_match_1,62.41723684210525,{'AF-P0AAA5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ABC-59-CPLX,ABC-59-CPLX_&_full_match_0,85.9312346368715,{'ABC-59-CPLX_AlphaMulti': 1},1.0,,,1.0,,
HYDROPEROXIDI-CPLX,HYDROPEROXIDI-CPLX_&_full_match_0,87.14999999999998,{'7jz6-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b1088,Unmodelled_MONOMER_b1088_&_full_match_0,90.9684971098266,{'AF-P0AB28-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1457,Unmodelled_MONOMER_b1457_&_full_match_0,88.55181250000003,{'AF-P31991-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3026,Unmodelled_MONOMER_b3026_&_full_match_0,85.24781737193763,{'AF-P40719-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11597-MONOMER,EG11597-MONOMER_&_full_match_2,100.0,{'P30748_1_81_1jw9_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2466,Unmodelled_MONOMER_b2466_&_full_match_2,92.05634005763692,{'AF-P76559-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3448,Unmodelled_MONOMER_b3448_&_full_match_0,61.26075342465754,{'AF-P0ADX7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Rnb_mono,Rnb_mono_&_full_match_3,99.5,{'P30850_4_644_2ix0_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3118,Unmodelled_MONOMER_b3118_&_full_match_0,89.43532051282051,{'AF-P0ACQ7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2460,Unmodelled_MONOMER_b2460_&_full_match_0,86.79793991416308,{'AF-P76555-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2461,Unmodelled_MONOMER_b2461_&_full_match_0,93.1,{'P76556_1_148_4non_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3443,Unmodelled_MONOMER_b3443_&_full_match_2,94.2,{'P46856_2_131_2icg_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3442,Unmodelled_MONOMER_b3442_&_full_match_2,84.46364795918367,{'AF-P46855-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2249,Unmodelled_MONOMER_b2249_&_full_match_2,95.82105,{'AF-P77808-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b0282,Unmodelled_DIMER_b0282_&_full_match_0,94.1,{'P75684_3_130_5fhk_&_NOBFS_0': 1},1.0,,,,1.0,
ACETOLACTSYNII-CPLX,ACETOLACTSYNII-CPLX_&_full_match_0,93.2074154589372,{'ACETOLACTSYNII-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b2468,Unmodelled_MONOMER_b2468_&_full_match_0,93.1539908952959,{'AF-P37127-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3444,Unmodelled_MONOMER_b3444_&_full_match_1,89.43472527472528,{'AF-P0CF12-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7908,CPLX0-7908_&_full_match_1,98.1,{'P0AAC8_3_107_1x0g_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7909,CPLX0-7909_&_full_match_0,86.09325,{'CPLX0-7909_AlphaMulti': 1},1.0,,,1.0,,
InfB_mono,InfB_mono_&_full_match_1,78.57806741573035,{'AF-P0A705-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_TETRAMER_b2375,Unmodelled_TETRAMER_b2375_&_full_match_0,77.5,{'P76520_47_210_6uxt_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-2424,CPLX0-2424_&_subset_match_2,89.87994211287989,"{'P0AFI2_28_740_1zvu_&_NOBFS_0': 1, 'b3030_2__AlphaMulti': 1}",2.0,,,0.4558610709117221,0.5441389290882779,
CPLX0-2425,CPLX0-2425_&_subset_match_2,83.95065217391303,"{'b3699_2__AlphaMulti': 1, 'b2231_2__AlphaMulti': 1}",2.0,,,1.0,,
CPLX0-2423,CPLX0-2423_&_full_match_0,94.8,{'P0AFI2_28_740_1zvu_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2862,Unmodelled_MONOMER_b2862_&_full_match_0,78.46656565656566,{'AF-Q46796-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2863,Unmodelled_MONOMER_b2863_&_full_match_1,82.26405303030303,{'AF-Q46797-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
GLYS-CPLX,GLYS-CPLX_&_full_match_0,94.78412298387094,{'7yse-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b2861,Unmodelled_MONOMER_b2861_&_full_match_0,79.86438016528926,{'AF-P0CF43-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-250_FORMATEDEHYDROGH-MONOMER,CPLX0-250_FORMATEDEHYDROGH-MONOMER_&_subset_match_4,91.8568120150482,"{'AF-P77453-F1-model_v2_&_NOBFS_0': 1, 'AF-P77416-F1-model_v2_&_NOBFS_0': 1, 'AF-P0AEW1-F1-model_v2_&_NOBFS_0': 1, 'AF-P23482-F1-model_v2_&_NOBFS_0': 1, 'FDHF_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1, 'b2489_1__b2487_1__b2481_1__b2488_1__AlphaMulti': 1, 'AF-P77858-F1-model_v2_&_NOBFS_0': 1, 'AF-P77437-F1-model_v2_&_NOBFS_0': 1}",8.0,,0.5513754996473078,0.2805078767928521,,0.1681166235598401
Unmodelled_MONOMER_b2865,Unmodelled_MONOMER_b2865_&_full_match_1,80.53717131474103,{'AF-Q46798-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PSERTRANSAM-CPLX,PSERTRANSAM-CPLX_&_full_match_1,99.4,{'P23721_3_362_1bjn_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2869,Unmodelled_MONOMER_b2869_&_full_match_2,80.37983108108108,{'AF-Q46802-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3595,Unmodelled_MONOMER_b3595_&_full_match_0,86.8242060085837,{'AF-P32109-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3594,Unmodelled_MONOMER_b3594_&_full_match_1,98.6,{'P0ADK6_5_280_1oyz_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-1762,CPLX0-1762_&_full_match_0,87.98048611111112,{'CPLX0-1762_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b3596,Unmodelled_MONOMER_b3596_&_full_match_0,85.87058823529412,{'AF-P32106-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0644,Unmodelled_MONOMER_b0644_&_full_match_3,96.3,{'P77234_9_321_3e4b_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0645,Unmodelled_MONOMER_b0645_&_full_match_1,93.65293617021278,{'AF-P77627-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0646,Unmodelled_MONOMER_b0646_&_full_match_1,83.8952842105263,{'AF-P77381-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0647,Unmodelled_MONOMER_b0647_&_full_match_0,87.83342391304348,{'AF-P77296-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0643,Unmodelled_MONOMER_b0643_&_full_match_0,87.41475,{'AF-P0AAT9-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3445,Unmodelled_MONOMER_b3445_&_full_match_1,86.26946107784431,{'AF-P0CF29-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
AROC-CPLX,AROC-CPLX_&_full_match_2,95.13081024930747,{'AROC-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b0649,Unmodelled_MONOMER_b0649_&_full_match_1,85.3,{'DJLC_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
GLUC1PURIDYLTRANS-TETRAMER,GLUC1PURIDYLTRANS-TETRAMER_&_full_match_1,97.3,{'P0AEP3_4_298_2e3d_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4256,Unmodelled_MONOMER_b4256_&_full_match_0,89.91377245508981,{'AF-P39337-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2888,Unmodelled_MONOMER_b2888_&_full_match_3,87.15699170124479,{'AF-Q46821-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3045,Unmodelled_MONOMER_b3045_&_full_match_0,86.35388704318937,{'AF-P0CF57-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
NITRATREDUCTZ-CPLX,NITRATREDUCTZ-CPLX_&_full_match_0,93.10302114803629,{'NITRATREDUCTZ-CPLX_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-8152,CPLX0-8152_&_full_match_0,88.23140495867769,{'CPLX0-8152_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-3861,CPLX0-3861_&_subset_match_0,98.6,{'P45541_1_272_4pfh_&_NOBFS_0': 4},4.0,,,,1.0,
EG12445-MONOMER,EG12445-MONOMER_&_full_match_1,86.5716923076923,{'AF-P38101-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2886,Unmodelled_MONOMER_b2886_&_full_match_3,93.8,{'Q46819_2_153_1kqf_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2887,Unmodelled_MONOMER_b2887_&_full_match_0,94.01687010954616,{'AF-Q46820-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1470,Unmodelled_MONOMER_b1470_&_full_match_1,45.5,{'YDDJ_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b2648,Unmodelled_MONOMER_b2648_&_full_match_1,68.41851063829786,{'AF-P76611-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2649,Unmodelled_MONOMER_b2649_&_full_match_0,63.27756653992395,{'AF-P76612-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ORNDECARBOXDEG-CPLX,ORNDECARBOXDEG-CPLX_&_full_match_2,93.77903005464479,{'ORNDECARBOXDEG-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b2642,Unmodelled_MONOMER_b2642_&_full_match_0,76.70313932980598,{'AF-P52138-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7982,CPLX0-7982_&_full_match_1,76.10000000000002,{'P0AEB5_76_336_2oau_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2646,Unmodelled_MONOMER_b2646_&_full_match_1,84.29229357798164,{'AF-Q46953-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2647,Unmodelled_MONOMER_b2647_&_full_match_1,91.56240498034077,{'AF-P52143-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2644,Unmodelled_MONOMER_b2644_&_full_match_0,89.83543750000003,{'AF-P52140-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2645,Unmodelled_MONOMER_b2645_&_full_match_1,100.0,{'P52141_1_105_2jn7_&_NOBFS_0': 1},1.0,,,,1.0,
METHYLENETHFREDUCT-CPLX,METHYLENETHFREDUCT-CPLX_&_full_match_0,90.1091554054054,{'METHYLENETHFREDUCT-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b0786,Unmodelled_MONOMER_b0786_&_full_match_0,93.2,{'P0AAC4_14_231_4pgs_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3203,Unmodelled_MONOMER_b3203_&_full_match_1,100.0,{'2rql-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b4415,Unmodelled_MONOMER_b4415_&_full_match_1,73.3528,{'AF-P77091-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3207,Unmodelled_MONOMER_b3207_&_full_match_1,90.05709523809523,{'AF-P64610-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3206,Unmodelled_MONOMER_b3206_&_full_match_1,97.8,{'P0A9N0_2_89_3le5_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3208,Unmodelled_MONOMER_b3208_&_full_match_0,93.55603305785122,{'AF-P46022-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b2777,Unmodelled_DIMER_b2777_&_full_match_0,92.1,{'6nhl-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_DIMER_b3226,Unmodelled_DIMER_b3226_&_full_match_0,86.7,{'P0A8W0_29_256_1h9g_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2080,Unmodelled_MONOMER_b2080_&_full_match_3,100.0,{'P76402_1_110_2k8e_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0976,Unmodelled_MONOMER_b0976_&_full_match_0,100.0,{'P19931_1_132_2hfd_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2082,Unmodelled_MONOMER_b2082_&_full_match_1,88.80791666666669,{'AF-P37057-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-244,CPLX0-244_&_full_match_0,100.0,{'P17117_1_240_1f5v_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-243,CPLX0-243_&_full_match_0,99.4,{'P0A7A9_2_176_1igp_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2085,Unmodelled_MONOMER_b2085_&_full_match_1,79.56504761904762,{'AF-P76406-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-241,CPLX0-241_&_subset_match_0,97.28579545454545,"{'GATZ_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1, 'GATY_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1}",2.0,,,,,1.0
CPLX0-240,CPLX0-240_&_subset_match_0,96.6435393258427,"{'KBAZ_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1, 'KBAY_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1}",2.0,,,,,1.0
Unmodelled_MONOMER_b2088,Unmodelled_MONOMER_b2088_&_full_match_0,91.4,{'AF-P0CF70-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2089,Unmodelled_MONOMER_b2089_&_full_match_1,91.7721875,{'AF-P0CF83-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-248,CPLX0-248_&_full_match_1,96.8,{'P0A6B7_2_392_1p3w_&_NOBFS_0': 1},1.0,,,,1.0,
EG12438-MONOMER,EG12438-MONOMER_&_full_match_2,100.0,{'P37355_1_252_4gdm_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1409,Unmodelled_MONOMER_b1409_&_full_match_1,92.76540268456377,{'AF-P76091-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
TRG-CPLX,TRG-CPLX_&_subset_match_182,85.62443251159384,"{'b1421_2__AlphaMulti': 1, 'CHEA-CPLX_AlphaMulti': 1, 'b1887_2__AlphaMulti': 1, 'AF-P05704-F1-model_v2_&_NOBFS_0': 10}",13.0,,0.6663412252867952,0.33365877471320476,,
DALADEHYDROGA-MONOMER,DALADEHYDROGA-MONOMER_&_full_match_2,97.0,{'P0A6J5_1_419_1y56_&_NOBFS_0': 1},1.0,,,,1.0,
G6646-TETRAMER,G6646-TETRAMER_&_full_match_1,99.8,{'P50457_2_421_1szk_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-2881,CPLX0-2881_&_full_match_1,66.5,{'P0A9M0_253_773_6on2_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b4280,Unmodelled_DIMER_b4280_&_full_match_0,99.2,{'P39353_1_369_6o15_&_NOBFS_0': 1},1.0,,,,1.0,
CPLXECOLI-7943,CPLXECOLI-7943_&_full_match_0,97.11184848484848,{'CPLXECOLI-7943_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b4684,Unmodelled_MONOMER_b4684_&_full_match_0,81.9358536585366,{'AF-C1P614-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7525,CPLX0-7525_&_full_match_1,100.0,{'P17109_1_556_5ejm_&_NOBFS_0': 1},1.0,,,,1.0,
AKBLIG-CPLX,AKBLIG-CPLX_&_full_match_1,99.7,{'P0AB77_2_398_1fc4_&_NOBFS_0': 1},1.0,,,,1.0,
ABC-48-CPLX,ABC-48-CPLX_&_full_match_0,88.37468117029259,{'ABC-48-CPLX_AlphaMulti': 1},1.0,,,1.0,,
SoxR_dim,SoxR_dim_&_full_match_2,82.30769480519481,{'SoxR_dim_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b2246,Unmodelled_MONOMER_b2246_&_full_match_2,93.1,{'RHMT_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b2244,Unmodelled_MONOMER_b2244_&_full_match_0,87.18799331103679,{'AF-P37014-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1407,Unmodelled_MONOMER_b1407_&_full_match_0,84.12328124999998,{'AF-P25907-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
RlmM_mono,RlmM_mono_&_full_match_3,97.5,{'P0ADR6_1_357_4auk_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b3248,Unmodelled_DIMER_b3248_&_full_match_0,95.65,{'P25536_2_190_4p0e_&_NOBFS_0': 1},1.0,,,,1.0,
G6199-MONOMER,G6199-MONOMER_&_full_match_1,97.9,{'P77243_11_483_1szq_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-3482,CPLX0-3482_&_full_match_1,94.7,{'P37685_28_512_5eyu_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1151,Unmodelled_MONOMER_b1151_&_full_match_1,78.76242038216563,{'AF-P75980-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
GALACTOACETYLTRAN-CPLX,GALACTOACETYLTRAN-CPLX_&_full_match_0,99.0,{'P07464_2_202_1kru_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3834,Unmodelled_MONOMER_b3834_&_full_match_0,73.83457711442786,{'AF-P0ADP7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3119,Unmodelled_MONOMER_b3119_&_full_match_1,50.2,{'TDCR_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b1402,Unmodelled_MONOMER_b1402_&_full_match_1,86.75079734219268,{'AF-P0CF54-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3293,Unmodelled_MONOMER_b3293_&_full_match_0,86.21008196721311,{'AF-P36677-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
METHGLYSYN-CPLX,METHGLYSYN-CPLX_&_full_match_1,99.76666666666668,{'P0A731_1_152_1s8a_&_NOBFS_0': 1},1.0,,,,1.0,
TAR-CPLX,TAR-CPLX_&_subset_match_175,83.97024402029473,"{'CHEA-CPLX_AlphaMulti': 1, 'AF-P07017-F1-model_v2_&_NOBFS_0': 10, 'b1886_2__AlphaMulti': 1, 'b1887_2__AlphaMulti': 1}",13.0,,0.6680357574293307,0.33196424257066925,,
CPLX0-3601,CPLX0-3601_&_full_match_1,100.0,{'P0A8V0_1_305_2cbn_&_NOBFS_0': 1},1.0,,,,1.0,
MHPCHYDROL-DIMER,MHPCHYDROL-DIMER_&_full_match_1,99.3,{'P77044_3_288_1u2e_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-3602,CPLX0-3602_&_full_match_0,97.2,{'3v9z-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
GLYCRIBONUCSYN-MONOMER,GLYCRIBONUCSYN-MONOMER_&_full_match_3,99.3,{'P15640_1_426_1gso_&_NOBFS_0': 1},1.0,,,,1.0,
KGTP-MONOMER,KGTP-MONOMER_&_full_match_1,92.2,{'KGTP_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX,RIBONUCLEOSIDE-DIP-REDUCTI-CPLX_&_full_match_0,96.13900615655236,{'6w4x-assembly1.cif_&_MATCH_2': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b0898,Unmodelled_MONOMER_b0898_&_full_match_1,91.1,{'YCAD_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
LYSU-CPLX,LYSU-CPLX_&_full_match_1,97.2,{'P0A8N5_13_503_5yzx_&_NOBFS_0': 1},1.0,,,,1.0,
YAAJ-MONOMER,YAAJ-MONOMER_&_full_match_2,90.576743697479,{'AF-P30143-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4222,Unmodelled_MONOMER_b4222_&_full_match_2,100.0,{'1xhs-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
AROE-TETRAMER,AROE-TETRAMER_&_full_match_0,99.35,{'1nyt-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
RpsM_mono,RpsM_mono_&_full_match_1,96.6,{'P0A7S9_2_115_4v9o_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3110,Unmodelled_MONOMER_b3110_&_full_match_0,87.08223476297968,{'AF-P42628-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1346,Unmodelled_MONOMER_b1346_&_full_match_3,100.0,{'P76057_1_71_2kvv_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1347,Unmodelled_MONOMER_b1347_&_full_match_1,83.35637681159422,{'AF-P33230-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1696,Unmodelled_MONOMER_b1696_&_full_match_1,86.0330693069307,{'AF-P77402-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1345,Unmodelled_MONOMER_b1345_&_full_match_2,91.61377128953774,{'AF-P76056-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1690,Unmodelled_MONOMER_b1690_&_full_match_0,91.9,{'YDIM_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
