,alphafold1_model_score,alphafold1_ipTM,alphafold1_pTM,plddt,pdb_file,score_file,dfparent_index,sequence_length,QCQA_verdict,PDB,SWISS,Comments
RlmL_dim,0.22000000000000003,0.16,0.46,89.3186396011396,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/RlmL_dim.result/RlmL_dim_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/RlmL_dim.result/RlmL_dim_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,RlmL_dim,1404.0,Poor,,,
FOCB-MONOMER,0.930000005722046,0.9300000071525574,0.93,86.62098581560284,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FOCB-MONOMER.result/FOCB-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FOCB-MONOMER.result/FOCB-MONOMER_unrelaxed_rank_1_model_3_scores.json,FOCB-MONOMER,1410.0,Auto,,,
CPLX-160,0.33399999332427976,0.28999999165534973,0.51,81.80179305457122,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-160.result/CPLX-160_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-160.result/CPLX-160_unrelaxed_rank_1_model_3_scores.json,CPLX-160,1411.0,Poor,,,
CPLX0-1341,0.7660000000000001,0.76,0.79,85.63780763790666,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1341.result/CPLX0-1341_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1341.result/CPLX0-1341_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-1341,1414.0,Good,,,
ABC-19-CPLX,0.7280000228881837,0.7200000286102295,0.76,83.5452783650458,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-19-CPLX.result/ABC-19-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-19-CPLX.result/ABC-19-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-19-CPLX,1419.0,Good,,,
ORNDECARBOX-BIO-CPLX,0.9499999904632568,0.949999988079071,0.95,94.29708157524612,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ORNDECARBOX-BIO-CPLX.result/ORNDECARBOX-BIO-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ORNDECARBOX-BIO-CPLX.result/ORNDECARBOX-BIO-CPLX_unrelaxed_rank_1_model_3_scores.json,ORNDECARBOX-BIO-CPLX,1422.0,Auto,no,no,dimer suggested in 1997
RIBONUCLEOSIDE-TRIP-REDUCT-CPLX,0.8839999961853028,0.8799999952316284,0.9,90.69481039325844,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/RIBONUCLEOSIDE-TRIP-REDUCT-CPLX.result/RIBONUCLEOSIDE-TRIP-REDUCT-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/RIBONUCLEOSIDE-TRIP-REDUCT-CPLX.result/RIBONUCLEOSIDE-TRIP-REDUCT-CPLX_unrelaxed_rank_1_model_3_scores.json,RIBONUCLEOSIDE-TRIP-REDUCT-CPLX,1424.0,Auto,,,
CPLX0-7741,0.9399999980926514,0.9399999976158142,0.94,92.89571428571429,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7741.result/CPLX0-7741_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7741.result/CPLX0-7741_unrelaxed_rank_1_model_3_scores.json,CPLX0-7741,1428.0,Auto,,,
ATPASE-1-CPLX_no_MONOMER0-12,0.8580000114440919,0.8600000143051147,0.85,88.37333100069978,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ATPASE-1-CPLX_no_MONOMER0-12.result/ATPASE-1-CPLX_no_MONOMER0-12_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ATPASE-1-CPLX_no_MONOMER0-12.result/ATPASE-1-CPLX_no_MONOMER0-12_unrelaxed_rank_1_model_3_scores.json,ATPASE-1-CPLX_no_MONOMER0-12,1429.0,Auto,,,
ABC-28-CPLX,0.8080000095367432,0.800000011920929,0.84,85.13410701876303,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-28-CPLX.result/ABC-28-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-28-CPLX.result/ABC-28-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-28-CPLX,1439.0,Auto,,,
YEAV-MONOMER,0.8819999961853028,0.8799999952316284,0.89,84.72901593901594,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/YEAV-MONOMER.result/YEAV-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/YEAV-MONOMER.result/YEAV-MONOMER_unrelaxed_rank_1_model_3_scores.json,YEAV-MONOMER,1443.0,Auto,,,
AROC-CPLX,0.9619999828338623,0.9599999785423279,0.97,95.13081024930749,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/AROC-CPLX.result/AROC-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/AROC-CPLX.result/AROC-CPLX_unrelaxed_rank_1_model_3_scores.json,AROC-CPLX,1444.0,Auto,,,
b3846_2_,0.8000000000000002,0.79,0.84,94.79397805212619,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3846_2_.result/b3846_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3846_2_.result/b3846_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3846_2_,1458.0,Auto,,,
FADB-CPLX,0.7719999923706056,0.7599999904632568,0.82,94.53687242798354,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FADB-CPLX.result/FADB-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FADB-CPLX.result/FADB-CPLX_unrelaxed_rank_1_model_3_scores.json,FADB-CPLX,1458.0,Good,,,
ABC-9-CPLX,0.8060000095367432,0.800000011920929,0.83,86.87747260273972,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-9-CPLX.result/ABC-9-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-9-CPLX.result/ABC-9-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-9-CPLX,1460.0,Auto,,,
b4080_3_,0.9000000000000001,0.9,0.9,88.15584699453552,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b4080_3_.result/b4080_3__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b4080_3_.result/b4080_3__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b4080_3_,1464.0,Auto,,,
ORNDECARBOXDEG-CPLX,0.9399999980926514,0.9399999976158142,0.94,93.7790300546448,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ORNDECARBOXDEG-CPLX.result/ORNDECARBOXDEG-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ORNDECARBOXDEG-CPLX.result/ORNDECARBOXDEG-CPLX_unrelaxed_rank_1_model_3_scores.json,ORNDECARBOXDEG-CPLX,1464.0,Auto,,,
GLUTKIN-CPLX,0.8820000000000001,0.88,0.89,89.04403269754768,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GLUTKIN-CPLX.result/GLUTKIN-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GLUTKIN-CPLX.result/GLUTKIN-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,GLUTKIN-CPLX,1468.0,Auto,,,
ABC-42-CPLX,0.8160000019073487,0.8100000023841858,0.84,85.10427698574338,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-42-CPLX.result/ABC-42-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-42-CPLX.result/ABC-42-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-42-CPLX,1473.0,Auto,,,
ACETOLACTSYNIII-CPLX,0.9619999828338623,0.9599999785423279,0.97,96.38144504748982,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ACETOLACTSYNIII-CPLX.result/ACETOLACTSYNIII-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ACETOLACTSYNIII-CPLX.result/ACETOLACTSYNIII-CPLX_unrelaxed_rank_1_model_3_scores.json,ACETOLACTSYNIII-CPLX,1474.0,Auto,,,
ABC-27-CPLX,0.8339999866485597,0.8299999833106995,0.85,88.24393898305085,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-27-CPLX.result/ABC-27-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-27-CPLX.result/ABC-27-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-27-CPLX,1475.0,Auto,,,
CPLX0-2361,0.6860000057220459,0.6800000071525574,0.71,85.44034482758622,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-2361.result/CPLX0-2361_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-2361.result/CPLX0-2361_unrelaxed_rank_1_model_3_scores.json,CPLX0-2361,1479.0,Good,,,
ABC-62-CPLX,0.6080000190734863,0.6000000238418579,0.64,79.97304993252361,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-62-CPLX.result/ABC-62-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-62-CPLX.result/ABC-62-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-62-CPLX,1482.0,Good,,,
ABC-11-CPLX,0.779999984741211,0.7699999809265137,0.82,85.38368102288021,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-11-CPLX.result/ABC-11-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-11-CPLX.result/ABC-11-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-11-CPLX,1486.0,Good,,,
ABC-2-CPLX,0.7580000000000001,0.75,0.79,83.12435191403627,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-2-CPLX.result/ABC-2-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-2-CPLX.result/ABC-2-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-2-CPLX,1489.0,Good,,,
ABC-46-CPLX,0.8339999866485597,0.8299999833106995,0.85,86.07562416107382,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-46-CPLX.result/ABC-46-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-46-CPLX.result/ABC-46-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-46-CPLX,1490.0,Auto,,,
ABC-60-CPLX,0.8060000095367432,0.800000011920929,0.83,85.14109103078984,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-60-CPLX.result/ABC-60-CPLX_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-60-CPLX.result/ABC-60-CPLX_unrelaxed_rank_1_model_4_scores.json,ABC-60-CPLX,1494.0,Auto,,,
CPLX0-3161,0.42200000476837163,0.4000000059604645,0.51,90.34217333333333,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3161.result/CPLX0-3161_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3161.result/CPLX0-3161_unrelaxed_rank_1_model_3_scores.json,CPLX0-3161,1500.0,Change Recipe,,,
b3006_5__b3005_2_,0.7640000000000001,0.76,0.78,76.12173768308922,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3006_5__b3005_2_.result/b3006_5__b3005_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3006_5__b3005_2_.result/b3006_5__b3005_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3006_5__b3005_2_,1502.0,Good,,,
CPLX-158,0.48399999904632574,0.4699999988079071,0.54,79.82077896138482,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-158.result/CPLX-158_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-158.result/CPLX-158_unrelaxed_rank_1_model_3_scores.json,CPLX-158,1502.0,Good,,,
SecYE-CPLX,0.6359999961853028,0.6299999952316284,0.66,73.13873342175067,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/SecYE-CPLX.result/SecYE-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/SecYE-CPLX.result/SecYE-CPLX_unrelaxed_rank_1_model_3_scores.json,SecYE-CPLX,1508.0,Good,,,
ABC-18-CPLX,0.8359999866485597,0.8299999833106995,0.86,86.94294701986756,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-18-CPLX.result/ABC-18-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-18-CPLX.result/ABC-18-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-18-CPLX,1510.0,Auto,,,
B1-CPLX,0.9220000133514406,0.9200000166893005,0.93,92.72631406044677,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/B1-CPLX.result/B1-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/B1-CPLX.result/B1-CPLX_unrelaxed_rank_1_model_3_scores.json,B1-CPLX,1522.0,Auto,,,
b4348_1__b4349_2_,0.63,0.63,0.63,85.6812417871222,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b4348_1__b4349_2_.result/b4348_1__b4349_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b4348_1__b4349_2_.result/b4348_1__b4349_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b4348_1__b4349_2_,1522.0,Good,,,
ABC-58-CPLX,0.8140000019073487,0.8100000023841858,0.83,84.07207485226526,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-58-CPLX.result/ABC-58-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-58-CPLX.result/ABC-58-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-58-CPLX,1523.0,Auto,,,
ABC-10-CPLX,0.7980000171661378,0.7900000214576721,0.83,85.61919291338583,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-10-CPLX.result/ABC-10-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-10-CPLX.result/ABC-10-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-10-CPLX,1524.0,Good,,,
ALPHA-SUBUNIT-CPLX,0.8899999885559083,0.8899999856948853,0.89,91.99408256880734,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ALPHA-SUBUNIT-CPLX.result/ALPHA-SUBUNIT-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ALPHA-SUBUNIT-CPLX.result/ALPHA-SUBUNIT-CPLX_unrelaxed_rank_1_model_3_scores.json,ALPHA-SUBUNIT-CPLX,1525.0,Auto,,,
b1475_1__b1474_1__b1476_1_,0.8740000000000001,0.87,0.89,92.26473787680209,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b1475_1__b1474_1__b1476_1_.result/b1475_1__b1474_1__b1476_1__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b1475_1__b1474_1__b1476_1_.result/b1475_1__b1474_1__b1476_1__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b1475_1__b1474_1__b1476_1_,1525.0,Auto,,,
FORMATEDEHYDROGO-CPLX,0.8819999961853028,0.8799999952316284,0.89,92.0696201702685,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FORMATEDEHYDROGO-CPLX.result/FORMATEDEHYDROGO-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FORMATEDEHYDROGO-CPLX.result/FORMATEDEHYDROGO-CPLX_unrelaxed_rank_1_model_3_scores.json,FORMATEDEHYDROGO-CPLX,1526.0,Auto,,,
b2686_3_,0.5780000000000001,0.56,0.65,79.078046875,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2686_3_.result/b2686_3__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2686_3_.result/b2686_3__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b2686_3_,1536.0,Good,,,
b2367_3_,0.264,0.22,0.44,79.60215494791667,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2367_3_.result/b2367_3__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2367_3_.result/b2367_3__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b2367_3_,1536.0,Good,,,
b3991_6_,0.592,0.58,0.64,83.77845703125,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3991_6_.result/b3991_6__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3991_6_.result/b3991_6__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3991_6_,1536.0,Good,,,
ATPA-CPLX,0.22000000143051146,0.17000000178813934,0.42,83.2116114359974,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ATPA-CPLX.result/ATPA-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ATPA-CPLX.result/ATPA-CPLX_unrelaxed_rank_1_model_3_scores.json,ATPA-CPLX,1539.0,DNE,,,
ABC-40-CPLX,0.7860000000000001,0.78,0.81,86.34660426081344,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-40-CPLX.result/ABC-40-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-40-CPLX.result/ABC-40-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-40-CPLX,1549.0,Good,,,
ARCB-CPLX,0.51,0.51,0.51,77.56420951156812,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ARCB-CPLX.result/ARCB-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ARCB-CPLX.result/ARCB-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ARCB-CPLX,1556.0,Good,,,
PEPSYNTH-CPLX,0.7540000000000001,0.75,0.77,86.07313131313131,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PEPSYNTH-CPLX.result/PEPSYNTH-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PEPSYNTH-CPLX.result/PEPSYNTH-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,PEPSYNTH-CPLX,1584.0,Good,,,
ABC-15-CPLX,0.8540000000000001,0.85,0.87,88.33600502512562,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-15-CPLX.result/ABC-15-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-15-CPLX.result/ABC-15-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-15-CPLX,1592.0,Auto,,,
ABC-304-CPLX,0.8440000000000001,0.84,0.86,88.07406524466751,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-304-CPLX.result/ABC-304-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-304-CPLX.result/ABC-304-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-304-CPLX,1594.0,Auto,,,
