UniProt AC,Entry Name,TM Helix,Length,Native,TM-score,hyperlink
P12994,YBHB_ECOLI,0.0,158.0,1fjjA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13338
P0A9U1,YBHF_ECOLI,0.0,578.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13341
P75763,YBHI_ECOLI,274.0,477.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13344
P0AAC4,YBHL_ECOLI,148.0,234.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13347
P0AA84,YBHO_ECOLI,2.0,413.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13350
P0AFQ2,YBHS_ECOLI,151.0,377.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13353
P30178,YBIC_ECOLI,4.0,361.0,2g8yA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13356
P75785,YBIP_ECOLI,87.0,527.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13359
P0A9U3,YBIT_ECOLI,0.0,530.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13362
P75779,YBIX_ECOLI,0.0,225.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13365
P75826,YBJE_ECOLI,173.0,299.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13368
P75810,YBJJ_ECOLI,211.0,402.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13371
P75818,YBJP_ECOLI,1.0,171.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13376
P21367,YCAC_ECOLI,2.0,208.0,1yacA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13380
P43340,YCAK_ECOLI,0.0,196.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13383
P75836,YCAN_ECOLI,0.0,302.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13386
P75843,YCAQ_ECOLI,0.0,410.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13389
P40876,YCBF_ECOLI,19.0,236.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13392
P75849,YCBL_ECOLI,0.0,215.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13395
P75863,YCBX_ECOLI,0.0,369.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13398
P36661,YCCE_ECOLI,0.0,418.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13401
P31545,YCDB_ECOLI,5.0,423.0,2y4eA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13405
P75910,YCDU_ECOLI,144.0,328.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13408
P75916,YCDZ_ECOLI,98.0,163.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13411
P0A729,YCEF_ECOLI,0.0,194.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13415
P0A8X2,YCEI_ECOLI,8.0,191.0,1y0gA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13418
P0AFQ7,YCFH_ECOLI,0.0,265.0,1yixA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13421
P75954,YCFS_ECOLI,16.0,320.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13425
P29013,YCGB_ECOLI,0.0,510.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13428
P75995,YCGG_ECOLI,38.0,507.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13431
P76010,YCGR_ECOLI,0.0,244.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13434
P30192,YCHG_ECOLI,0.0,299.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13437
P39165,YCHO_ECOLI,7.0,464.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13440
P21363,YCIE_ECOLI,0.0,168.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13443
P0AB58,YCIM_ECOLI,5.0,389.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13446
P76034,YCIT_ECOLI,0.0,249.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13449
P76041,SUCP_ECOLI,4.0,559.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13453
P77716,YCJP_ECOLI,150.0,280.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13456
P77503,YCJS_ECOLI,0.0,351.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13459
P77481,YCJV_ECOLI,0.0,360.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13462
P76049,YCJY_ECOLI,0.0,306.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13465
P77302,YDAM_ECOLI,0.0,410.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13468
P33666,YDBA_ECOLI,15.0,2003.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13472
P52645,YDBH_ECOLI,20.0,879.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13475
P77171,YDCI_ECOLI,0.0,307.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13480
P77626,YDCN_ECOLI,0.0,178.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13484
P77730,YDCR_ECOLI,0.0,468.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13487
P77156,YDCU_ECOLI,140.0,313.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13490
P31827,YDDB_ECOLI,0.0,790.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13493
P76121,YDDH_ECOLI,0.0,189.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13496
P31126,YDEE_ECOLI,244.0,395.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13499
P32051,YDEK_ECOLI,11.0,1325.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13502
P76135,YDEO_ECOLI,3.0,253.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13505
P77294,YDER_ECOLI,9.0,167.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13508
P77286,YDEU_ECOLI,0.0,466.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13511
P77260,YDFI_ECOLI,0.0,486.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13515
P77804,YDGA_ECOLI,19.0,502.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13519
P0AAE5,ARCD_ECOLI,265.0,460.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13522
P37597,YDHC_ECOLI,234.0,403.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13525
P76186,YDHK_ECOLI,201.0,670.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13528
P77552,YDHQ_ECOLI,0.0,418.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13531
P77409,PHSC_ECOLI,96.0,261.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13534
P77375,YDHX_ECOLI,13.0,222.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13537
P0A6D5,YDIB_ECOLI,0.0,288.0,1npdB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13540
P0AFS7,YDIK_ECOLI,154.0,370.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13543
P0A9U8,YDIO_ECOLI,0.0,383.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13546
P77378,YDIR_ECOLI,0.0,312.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13549
P76206,YDIY_ECOLI,8.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13553
P77721,YDJF_ECOLI,0.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13556
P77704,YDJI_ECOLI,0.0,278.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13559
P77539,YDJL_ECOLI,0.0,358.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13562
P76234,YEAE_ECOLI,0.0,284.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13570
P76236,YEAI_ECOLI,151.0,491.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13573
P76241,YEAM_ECOLI,0.0,273.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13576
P0ABD1,YEAV_ECOLI,209.0,481.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13579
P0AA91,YEAY_ECOLI,13.0,193.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13582
P24238,YEBB_ECOLI,1.0,200.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13585
P76264,YEBN_ECOLI,114.0,188.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13588
P0AD03,YEBS_ECOLI,152.0,427.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13591
P0AD05,YECA_ECOLI,0.0,221.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13594
P37348,YECE_ECOLI,0.0,272.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13597
P76296,YECT_ECOLI,0.0,162.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13600
P46125,YEDI_ECOLI,99.0,305.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13603
P76319,YEDL_ECOLI,0.0,159.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13606
P76330,YEDQ_ECOLI,41.0,564.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13609
P76340,YEDW_ECOLI,0.0,223.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13612
P33015,YEEE_ECOLI,173.0,352.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13616
P0A8A2,YEEN_ECOLI,0.0,238.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13619
P76369,YEEY_ECOLI,0.0,309.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13623
P37751,YEFI_ECOLI,10.0,372.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13626
P76389,YEGH_ECOLI,132.0,527.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13629
P76396,YEGL_ECOLI,0.0,219.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13633
P76417,YEGT_ECOLI,246.0,425.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13636
P0ACM5,YEGW_ECOLI,0.0,248.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13639
P33341,YEHB_ECOLI,10.0,826.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13642
P33345,MOLR_ECOLI,0.0,1264.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13645
P33349,YEHM_ECOLI,0.0,759.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13648
P33354,YEHR_ECOLI,11.0,153.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13651
P33359,YEHW_ECOLI,125.0,243.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13655
P25747,YEIB_ECOLI,197.0,385.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13658
P62723,YEIH_ECOLI,184.0,349.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13661
P33029,YEIQ_ECOLI,0.0,488.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13664
P33913,YEJA_ECOLI,12.0,604.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13667
P33916,YEJF_ECOLI,0.0,529.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13670
P33924,YEJO_ECOLI,13.0,863.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13673
P76463,YFAQ_ECOLI,2.0,549.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13678
P77808,CINAL_ECOLI,0.0,400.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13681
P76482,YFBL_ECOLI,18.0,323.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13684
P0A959,YFBQ_ECOLI,0.0,405.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13688
P77625,YFBT_ECOLI,0.0,216.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13691
P39263,YFCC_ECOLI,239.0,506.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13695
P77544,YFCF_ECOLI,0.0,214.0,3bbyA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13698
P77549,YFCJ_ECOLI,242.0,392.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13702
P76500,YFCQ_ECOLI,5.0,162.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13707
P77196,YFCU_ECOLI,11.0,881.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13710
P76518,YFDE_ECOLI,2.0,381.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13713
P76514,YFDR_ECOLI,0.0,178.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13720
P77434,YFDZ_ECOLI,0.0,412.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13723
P45564,YFEN_ECOLI,5.0,254.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13726
P78271,YFES_ECOLI,0.0,244.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13729
P76537,YFEY_ECOLI,6.0,191.0,2qzbB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13732
P77172,YFGF_ECOLI,156.0,747.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13737
P0AD42,YFHB_ECOLI,10.0,211.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13742
P77538,YFHR_ECOLI,20.0,284.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13746
P33634,YFIE_ECOLI,0.0,293.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13749
P46139,YFIN_ECOLI,46.0,408.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13752
P37908,YFJD_ECOLI,92.0,428.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13757
P52127,YFJL_ECOLI,0.0,538.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13762
P52137,YFJV_ECOLI,165.0,338.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13768
P0A6G3,YGAD_ECOLI,0.0,165.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13772
P76628,YGAY_ECOLI,219.0,394.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13775
Q46889,YGBK_ECOLI,0.0,388.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13779
Q46892,YGBN_ECOLI,233.0,454.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13782
P55138,YGCE_ECOLI,0.0,492.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13785
Q46897,YGCH_ECOLI,0.0,199.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13788
P76632,YGCK_ECOLI,0.0,160.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13791
Q46906,YGCP_ECOLI,0.0,191.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13794
Q46909,YGCS_ECOLI,266.0,445.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13797
P0ADR6,RLMM_ECOLI,0.0,366.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13800
P03813,YGEA_ECOLI,0.0,230.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13804
Q46791,YGEK_ECOLI,0.0,210.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13807
Q46798,YGER_ECOLI,9.0,251.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13810
P66899,DPAL_ECOLI,1.0,398.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13813
P0A8C4,YGFB_ECOLI,0.0,192.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13816
P52044,YGFI_ECOLI,0.0,298.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13819
P64557,YGFM_ECOLI,0.0,259.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13822
Q46820,YGFT_ECOLI,0.0,639.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13825
P11664,YGGC_ECOLI,0.0,237.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13828
P25894,YGGG_ECOLI,12.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13832
P67080,YGGS_ECOLI,0.0,234.0,1w8gA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13837
Q46832,YGHD_ECOLI,19.0,178.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13842
P0CK95,ACFD_ECOLI,3.0,1520.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13845
P64572,YGHR_ECOLI,5.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13848
Q46845,YGHU_ECOLI,11.0,288.0,3c8eA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13851
P0ADT5,YGIC_ECOLI,0.0,386.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13855
P60782,PLSY_ECOLI,108.0,205.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13858
Q46861,YGIQ_ECOLI,0.0,739.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13861
P42588,PAT_ECOLI,3.0,459.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13864
P42592,YGJK_ECOLI,4.0,783.0,3c67A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13867
P42603,YGJV_ECOLI,104.0,183.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13871
P42624,YHAK_ECOLI,0.0,233.0,2vecA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13875
P64594,YHAV_ECOLI,0.0,154.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13878
P45470,YHBO_ECOLI,0.0,172.0,1oi4A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13881
P45527,YHBU_ECOLI,0.0,331.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13884
P28722,YHCA_ECOLI,7.0,224.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13888
P45422,YHCF_ECOLI,6.0,238.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13892
P64612,YHCM_ECOLI,0.0,375.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13895
P28638,YHDJ_ECOLI,0.0,294.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13898
P45767,YHDX_ECOLI,180.0,393.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13901
P64624,YHEO_ECOLI,0.0,240.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13904
P45537,YHFK_ECOLI,186.0,700.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13907
P45549,YHFW_ECOLI,0.0,408.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13910
P45804,YHGE_ECOLI,178.0,574.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13914
P0AGH1,YHHJ_ECOLI,133.0,374.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13918
P37621,YHHS_ECOLI,249.0,405.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13921
P46853,YHHX_ECOLI,0.0,345.0,3f4lA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13924
P0AFV2,YHID_ECOLI,69.0,215.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13927
P37630,YHIM_ECOLI,173.0,350.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13932
P37634,YHIR_ECOLI,0.0,280.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13935
P37640,YHJB_ECOLI,0.0,200.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13938
P37643,YHJE_ECOLI,236.0,440.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13941
P37648,YHJJ_ECOLI,7.0,498.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13944
P37657,YHJS_ECOLI,0.0,523.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13947
P37662,YHJX_ECOLI,247.0,402.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13950
P37669,YIAH_ECOLI,179.0,331.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13954
P37675,YIAN_ECOLI,238.0,425.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13958
P37682,YIAU_ECOLI,1.0,324.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13961
P0ADK6,YIBA_ECOLI,0.0,280.0,1oyzA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13964
P32106,YIBG_ECOLI,2.0,153.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13967
P31433,YICH_ECOLI,10.0,569.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13973
P31437,YICL_ECOLI,202.0,307.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13976
P0A8Y5,YIDA_ECOLI,0.0,270.0,1rkqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13979
P31448,YIDK_ECOLI,328.0,571.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13983
P31455,YIDR_ECOLI,0.0,415.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13986
P0ADM8,YIEE_ECOLI,0.0,249.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13989
P31470,YIEK_ECOLI,0.0,240.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13992
P22787,YIFB_ECOLI,0.0,506.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13995
P0ADP0,YIGB_ECOLI,0.0,238.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E13998
P27848,YIGL_ECOLI,0.0,266.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14001
P27862,YIGZ_ECOLI,2.0,204.0,1vi7A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14004
P0ACM9,YIHL_ECOLI,0.0,236.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14008
P32136,YIHO_ECOLI,257.0,467.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14011
P32139,YIHR_ECOLI,0.0,308.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14014
P0A9V8,YIHU_ECOLI,0.0,298.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14017
P0A8Y3,YIHX_ECOLI,0.0,199.0,2b0cA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14020
P32151,YIIG_ECOLI,3.0,351.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14023
P0ABT8,YIJE_ECOLI,202.0,301.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14027
P32680,YJAG_ECOLI,0.0,196.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14030
P32687,YJBF_ECOLI,5.0,212.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14033
P32690,YJBI_ECOLI,0.0,442.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14036
P32703,YJCE_ECOLI,228.0,549.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14040
P32717,YJCS_ECOLI,8.0,661.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14043
P39270,YJDF_ECOLI,112.0,209.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14047
P31806,YJEF_ECOLI,0.0,515.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14050
P39282,YJEM_ECOLI,240.0,500.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14054
P33222,YJFC_ECOLI,0.0,387.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14057
P39298,YJFP_ECOLI,5.0,249.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14062
P39333,YJGI_ECOLI,0.0,237.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14066
P39337,YJGM_ECOLI,0.0,167.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14069
P39349,YJGX_ECOLI,24.0,371.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14072
P39357,YJHF_ECOLI,237.0,449.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14075
P39360,YJHI_ECOLI,0.0,262.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14078
P39369,YJHR_ECOLI,1.0,338.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14081
P39381,YJIJ_ECOLI,211.0,392.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14087
P39384,YJIM_ECOLI,0.0,383.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E14090
